,Company,Specific_Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
592,Duffy's,Star of Ecuador,2010,70.0,U.K.,2.5,Unknown,Ecuador
593,Duffy's,Star of Peru,2010,70.0,U.K.,3.75,Unknown,Peru
594,Dulcinea,Dominican Republic,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic
595,Durand,Madagascar,2012,82.0,France,2.75,Trinitario,Madagascar
596,Durci,"Maranon, Joya Rara",2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
597,Durci,"Rio Caribe, Tepui Treasure",2015,70.0,U.S.A.,3.5,Trinitario,Venezuela
598,Durci,Taino Secret,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic
599,Durci,"Carenero, Empyrean Sabor",2015,70.0,U.S.A.,3.25,Trinitario,Venezuela
600,Durci,Corona Arriba,2015,70.0,U.S.A.,4.0,Unknown,Ecuador
601,East Van Roasters,Peru,2014,70.0,Canada,3.25,Unknown,Peru
602,East Van Roasters,Madagascar,2014,70.0,Canada,3.5,Trinitario,Madagascar
603,East Van Roasters,Dominican Republic,2014,70.0,Canada,3.75,Unknown,Dominican Republic
604,Eau de Rose,Tumaco,2016,70.0,Canada,3.25,Unknown,Colombia
605,Eau de Rose,Arauca,2016,70.0,Canada,3.25,Unknown,Colombia
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru
607,Edelmond,Porcelana,2016,68.0,Germany,3.0,Criollo,Venezuela
608,El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,3.75,Unknown,Bolivia
609,El Ceibo,Alto Beni,2008,71.0,Bolivia,2.75,Unknown,Bolivia
610,El Rey,San Joaquin,2015,70.0,Venezuela,3.75,Unknown,Venezuela
611,El Rey,"Rio Caribe, Cariaco",2009,60.5,Venezuela,2.75,Trinitario,Venezuela
612,El Rey,"Rio Caribe, Macuro",2009,70.0,Venezuela,3.0,Trinitario,Venezuela
613,El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,2.5,Criollo,Venezuela
614,El Rey,"Carenero Superior, Bucare",2008,58.0,Venezuela,2.5,Criollo,Venezuela
615,El Rey,"Carenero Superior, Mijao",2008,61.0,Venezuela,3.0,Criollo,Venezuela
616,El Rey,"Carenero Superior, Gran Saman",2006,70.0,Venezuela,2.75,Criollo,Venezuela
617,Emerald Estate,Emerald Estate,2013,60.0,St. Lucia,2.75,Unknown,Saint Lucia
618,Emerald Estate,Emerald Estate,2013,70.0,St. Lucia,3.25,Unknown,Saint Lucia
619,Emily's,Patanemo,2015,79.0,Japan,3.0,Unknown,Venezuela
620,Emily's,Peru,2015,78.0,Japan,3.5,Criollo,Peru
621,ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,3.25,Unknown,Honduras
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,3.25,Forastero,Sao Tome
623,Erithaj (A. Morin),Ben Tre,2014,70.0,France,3.25,Trinitario,Vietnam
624,Erithaj (A. Morin),Ham Luong,2014,80.0,France,3.0,Trinitario,Vietnam
625,Erithaj (A. Morin),Ba Lai,2014,74.0,France,3.25,Trinitario,Vietnam
626,Escazu,Rio Caribe,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela
627,Escazu,Guapiles,2009,65.0,U.S.A.,2.0,Unknown,Costa Rica
628,Escazu,Carenero Superior,2009,81.0,U.S.A.,3.5,Criollo,Venezuela
629,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,2.75,Unknown,Costa Rica
629,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,2.75,Unknown,Venezuela
630,Escazu,Ocumare,2008,72.0,U.S.A.,3.0,Criollo,Venezuela
631,Ethel's Artisan (Mars),"Peru, Madagascar",2011,55.0,U.S.A.,2.5,Unknown,Peru
631,Ethel's Artisan (Mars),"Peru, Madagascar",2011,55.0,U.S.A.,2.5,Unknown,Madagascar
632,Ethel's Artisan (Mars),Trinidad,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad
633,Ethel's Artisan (Mars),Porcelana,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela
634,Ethel's Artisan (Mars),Red Vanilla,2011,62.0,U.S.A.,2.75,Unknown,
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62.0,U.S.A.,2.5,Unknown,Venezuela
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62.0,U.S.A.,2.5,Unknown,Trinidad
636,Ethereal,Belize,2014,80.0,U.S.A.,3.0,Trinitario,Belize
637,Ethereal,Ecuador,2014,80.0,U.S.A.,3.5,Unknown,Ecuador
638,Ethereal,Dominican Republic,2014,80.0,U.S.A.,3.75,Unknown,Dominican Republic
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,2.75,Unknown,Brazil
640,Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,3.0,Unknown,Jamaica
641,Feitoria Cacao,Cuyagua,2016,76.0,Portugal,2.5,Unknown,Venezuela
642,Feitoria Cacao,Maya Mountain,2016,76.0,Portugal,2.75,Trinitario,Belize
643,Felchlin,Grenada,2010,58.0,Switzerland,3.5,Trinitario,Grenada
644,Felchlin,Supremo- SF,2006,62.0,Switzerland,2.0,Unknown,
645,Felchlin,Elvesia P.,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic
646,Felchlin,"Madagascar, Grand Cru",2006,64.0,Switzerland,3.0,Criollo,Madagascar
647,Felchlin,Maracaibo Clasificado,2006,65.0,Switzerland,3.0,Criollo,Venezuela
648,Felchlin,Arriba,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador
649,Felchlin,"Alto Beni, Cru Savage",2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia
650,Finca,Puerto Rico,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico
651,Finca,Dominican Republic,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic
652,Finca,Dominican Republic,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic
653,Finca,Dominican Republic,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic
654,Forever Cacao,Rio Eni,2014,72.0,U.K.,2.75,Criollo,Peru
655,Forteza (Cortes),Dominican Republic,2016,70.0,Puerto Rico,2.75,Unknown,Dominican Republic
656,Forteza (Cortes),Puerto Rico,2016,80.0,Puerto Rico,2.75,Unknown,Dominican Republic
657,Fossa,"Akesson's E., Sambirano V.",2016,70.0,Singapore,2.75,Unknown,Madagascar
658,Fossa,"Camino Verde P., Balao, Guayas",2016,75.0,Singapore,3.5,Unknown,Ecuador
659,Fossa,"Kokoa Kamili Coop, Kilombero",2016,67.0,Singapore,3.75,Trinitario,Tanzania
660,Franceschi,Choroni,2014,70.0,Venezuela,3.5,Unknown,Venezuela
661,Franceschi,Ocumare,2014,70.0,Venezuela,3.75,Unknown,Venezuela
662,Franceschi,Canoabo,2012,70.0,Venezuela,3.75,Unknown,Venezuela
663,Franceschi,Sur del Lago,2012,60.0,Venezuela,3.5,Unknown,Venezuela
664,Frederic Blondeel,Costa Rica,2015,70.0,Belgium,3.5,Unknown,Costa Rica
665,Frederic Blondeel,Peru Brutus,2015,75.0,Belgium,3.5,Unknown,Peru
666,Frederic Blondeel,Vietnam,2015,80.0,Belgium,3.0,Trinitario,Vietnam
667,Frederic Blondeel,Ghana,2014,60.0,Belgium,3.5,Forastero,Ghana
668,Frederic Blondeel,Madagascar,2014,65.0,Belgium,3.5,Trinitario,Madagascar
669,French Broad,"Norandino, batch 161208",2017,70.0,U.S.A.,3.5,Unknown,Peru
670,French Broad,Guatemala,2015,73.0,U.S.A.,3.5,Unknown,Guatemala
671,French Broad,San Andres,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica
672,French Broad,Matagalpa,2014,68.0,U.S.A.,3.25,Unknown,Nicaragua
673,French Broad,"Palo Blanco, Chulucanas",2013,66.0,U.S.A.,3.5,Unknown,Peru
674,French Broad,Tumbes Coop,2012,70.0,U.S.A.,2.5,Criollo,Peru
675,French Broad,"Palo Blanco, Chulucanas",2012,61.0,U.S.A.,3.5,Unknown,Peru
676,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81.0,U.S.A.,2.0,Unknown,Peru
677,French Broad,"Maranon Canyon, Fortunato No. 4",2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
678,French Broad,La Red,2011,65.0,U.S.A.,3.5,Unknown,Dominican Republic
679,Fresco,"Maranon, #228, MR, SC",2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru
680,Fresco,"Maranon, #227, LR, MC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
681,Fresco,"Maranon, #229, MR, LC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
682,Fresco,"Maranon, #230, DR, LC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
683,Fresco,"Conacado, #223, MR, SC",2013,72.0,U.S.A.,3.25,Unknown,Dominican Republic
684,Fresco,"Conacado, #224, MR, MC",2013,72.0,U.S.A.,3.75,Unknown,Dominican Republic
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70.0,U.S.A.,3.75,Unknown,Peru
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70.0,U.S.A.,4.0,Trinitario,Peru
687,Fresco,"Markham Valley, #219, LR, MC",2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea
688,Fresco,"Markham Valley, #221, DR, MC",2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea
689,Fresco,"Sambirano Valley, #216, MR, LC",2012,74.0,U.S.A.,4.0,Trinitario,Madagascar
690,Fresco,"Markham Valley, #220, MR, MC",2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea
691,Fresco,"Markham Valley, #222, LR, 0C",2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea
692,Fresco,"Ghana, #211, MR, MC",2011,74.0,U.S.A.,2.75,Forastero,Ghana
693,Fresco,"Jamaica, #209, DR, SC",2011,70.0,U.S.A.,3.25,Trinitario,Jamaica
694,Fresco,"Conacado, #212, LR, SC",2011,72.0,U.S.A.,3.5,Unknown,Dominican Republic
695,Fresco,"Jamaica, #210, DR, MC",2011,70.0,U.S.A.,3.5,Trinitario,Jamaica
696,Fresco,"Sambirano Valley, #214, LR, MC",2011,74.0,U.S.A.,2.75,Trinitario,Madagascar
697,Fresco,"Conacado, #213, DR, -C",2011,72.0,U.S.A.,3.25,Unknown,Dominican Republic
698,Fresco,"Sambirano Valley, #215, MR, MC",2011,74.0,U.S.A.,3.0,Trinitario,Madagascar
699,Fresco,"Chuao, #218, MR, MC",2011,76.0,U.S.A.,3.25,Trinitario,Venezuela
700,Fresco,"Chuao, #217, DR, MC",2011,70.0,U.S.A.,4.0,Trinitario,Venezuela
701,Fresco,"Jamaica, #204, DR, SC",2009,80.0,U.S.A.,2.75,Trinitario,Jamaica
702,Fresco,"Jamaica, #206, DR, LC",2009,70.0,U.S.A.,3.0,Trinitario,Jamaica
703,Fresco,"Jamaica, #205, DR, MC",2009,70.0,U.S.A.,3.25,Trinitario,Jamaica
704,Fresco,"Carenero Superior, #203, MR, SC",2009,65.0,U.S.A.,3.5,Criollo,Venezuela
705,Friis Holm,"Rugoso, Bad Fermentation",2016,70.0,Denmark,3.5,Unknown,Nicaragua
706,Friis Holm (Bonnat),La Dalia,2015,60.0,Denmark,3.0,Unknown,Nicaragua
707,Friis Holm (Bonnat),La Dalia,2015,85.0,Denmark,3.25,Unknown,Nicaragua
708,Friis Holm (Bonnat),La Dalia,2014,70.0,Denmark,3.5,Unknown,Nicaragua
709,Friis Holm (Bonnat),"Barba, Xoco",2013,70.0,Denmark,3.25,Unknown,Nicaragua
710,Friis Holm (Bonnat),"Medagla, Xoco",2013,70.0,Denmark,3.5,Unknown,Nicaragua
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
712,Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
714,Friis Holm (Bonnat),"Rugoso, Xoco",2012,70.0,Denmark,3.75,Unknown,Nicaragua
715,Friis Holm (Bonnat),"Johe, Xoco",2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
716,Friis Holm (Bonnat),"Chuno, Xoco",2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
717,Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
718,Fruition,"Wild Bolivian, Batch 2",2016,74.0,U.S.A.,3.75,Beniano,Bolivia
719,Fruition,"Coto Brus, Heirloom, Batch 1",2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica
720,Fruition,Gran Couva,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad
721,Fruition,Maranon,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru
722,Fruition,La Red,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic
723,Fruition,Camino Verde,2013,75.0,U.S.A.,3.0,Unknown,Ecuador
724,Fruition,Peru,2012,70.0,U.S.A.,2.5,Unknown,Peru
725,Fruition,Signature Blend,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica
726,Fruition,Costa Rica,2011,70.0,U.S.A.,3.0,Unknown,Costa Rica
727,Garden Island,"Kaua'I, Alea Estate +world",2014,85.0,U.S.A.,2.5,Blend,Hawaii
728,Georgia Ramon,Akesson P.,2015,65.0,Germany,3.25,Trinitario,Madagascar
729,Georgia Ramon,ABOCFA Coop,2015,70.0,Germany,4.0,Forastero,Ghana
730,Georgia Ramon,Conacado Coop,2015,70.0,Germany,3.5,Trinitario,Dominican Republic
731,Georgia Ramon,Conacado Coop,2015,80.0,Germany,3.5,Trinitario,Dominican Republic
732,Georgia Ramon,Akesson P.,2015,75.0,Germany,3.5,Trinitario,Madagascar
733,Glennmade,"Toledo District, 2015 Harvest",2016,70.0,U.S.A.,3.5,Unknown,Belize
734,Glennmade,Bahia,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil
735,Goodnow Farms,"Almendra Blanca, batch 1004",2016,77.0,U.S.A.,2.75,Unknown,Mexico
736,Goodnow Farms,"El Carmen, batch 1003",2016,77.0,U.S.A.,3.25,Unknown,Nicaragua
737,Goodnow Farms,"Asochivite, batch 1005",2016,77.0,U.S.A.,3.25,Unknown,Guatemala
738,Grand Place,"Ben Tre, Dong Nai",2011,72.0,Vietnam,3.0,Trinitario,Vietnam
739,Green & Black's (ICAM),Dark,2006,70.0,U.K.,2.5,Unknown,
740,Green Bean to Bar,Madagascar,2016,70.0,Japan,3.5,Unknown,Madagascar
741,Grenada Chocolate Co.,Grenada,2010,82.0,Grenada,3.25,Trinitario,Grenada
742,Grenada Chocolate Co.,Grenada,2009,60.0,Grenada,2.75,Trinitario,Grenada
743,Grenada Chocolate Co.,Grenada,2008,71.0,Grenada,2.5,Trinitario,Grenada
744,Guido Castagna,Arriba,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador
745,Guido Castagna,Ghana,2009,64.0,Italy,3.0,Forastero,Ghana
746,Guido Castagna,Trinidad & Tobago,2009,64.0,Italy,3.0,Unknown,Trinidad
746,Guido Castagna,Trinidad & Tobago,2009,64.0,Italy,3.0,Unknown,Tobago
747,Guido Castagna,Lacri Blend,2009,76.0,Italy,3.0,Unknown,Venezuela
748,Guido Castagna,Blend,2009,64.0,Italy,3.25,Unknown,Venezuela
748,Guido Castagna,Blend,2009,64.0,Italy,3.25,Unknown,Trinidad
748,Guido Castagna,Blend,2009,64.0,Italy,3.25,Unknown,Ecuador
749,Guittard,"Epique, Blend No. 49",2015,70.0,U.S.A.,3.75,Unknown,
750,Guittard,Haiti,2013,65.0,U.S.A.,2.75,Unknown,Haiti
751,Guittard,Nicaragua,2013,65.0,U.S.A.,2.75,Unknown,Nicaragua
752,Guittard,Jamaica,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica
753,Guittard,Ecuador,2013,65.0,U.S.A.,3.5,Unknown,Ecuador
754,Guittard,Coucher du Soleil,2011,72.0,U.S.A.,2.75,Unknown,
755,Guittard,Lever du Soleil,2011,61.0,U.S.A.,3.25,Unknown,
756,Guittard,Onyx,2011,72.0,U.S.A.,3.25,Unknown,
757,Guittard,Trinidad,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55.0,U.S.A.,3.0,Unknown,Hawaii
759,Guittard,Nocturne,2009,91.0,U.S.A.,3.0,Unknown,
760,Guittard,Complexite,2009,70.0,U.S.A.,3.5,Blend,
761,Guittard,Machu Pichu,2008,65.0,U.S.A.,3.0,Unknown,Peru
762,Guittard,Special Maker Reserve,2008,64.0,U.S.A.,3.0,Unknown,
763,Guittard,Ocumare,2008,65.0,U.S.A.,3.5,Unknown,Venezuela
764,Guittard,Quetzalcoatl,2007,72.0,U.S.A.,3.5,Blend,
765,Guittard,Chucuri,2006,65.0,U.S.A.,3.0,Trinitario,Colombia
766,Guittard,Sur del Lago,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
767,Guittard,"Sambirano, Ambanja",2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar
768,Guittard,"Los Rios, Quevedo",2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador
769,Guittard,Tsaranta,2006,61.0,U.S.A.,3.5,Blend,
770,Guittard,Semisweet,2006,61.0,U.S.A.,3.0,Blend,
771,Habitual,Papua New Guinea,2014,80.0,Canada,2.75,Unknown,Papua New Guinea
772,Habitual,Campesino w/ nibs,2014,74.0,Canada,2.75,Unknown,
773,Habitual,Dominican Republic,2014,75.0,Canada,3.25,Unknown,Dominican Republic
774,Habitual,Trinitario,2014,70.0,Canada,3.5,Trinitario,
775,Habitual,Downtown London,2014,65.0,Canada,2.75,Unknown,
776,Habitual,Africa meets Latina,2014,70.0,Canada,3.0,Unknown,
777,Habitual,Amazonas,2014,80.0,Canada,3.0,Unknown,
778,Habitual,Sharkey,2014,66.0,Canada,3.25,Unknown,Hawaii
779,Habitual,one hundred,2014,100.0,Canada,2.0,Unknown,
780,Hachez,Arriba,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador
781,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55.0,Ecuador,2.75,Trinitario,Ecuador
782,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70.0,Ecuador,3.0,Trinitario,Ecuador
783,Haigh,South America and Africa,2011,70.0,Australia,3.0,Unknown,South America
783,Haigh,South America and Africa,2011,70.0,Australia,3.0,Unknown,Africa
784,Harper Macaw,"Vale do Juliana, w/ nibs",2016,85.0,U.S.A.,3.25,Unknown,Brazil
785,Harper Macaw,Brazil Blend,2015,67.0,U.S.A.,3.0,Unknown,Brazil
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77.0,U.S.A.,3.5,Unknown,Brazil
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74.0,U.S.A.,3.5,Unknown,Brazil
788,Heilemann,Peru,2016,64.0,Germany,2.75,Unknown,Peru
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70.0,U.S.A.,3.25,Amazon,Belize
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica
791,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia
792,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67.0,U.S.A.,3.0,Beniano,Bolivia
793,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67.0,U.S.A.,3.75,EET,Ecuador
794,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67.0,U.S.A.,3.75,Unknown,Hawaii
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72.0,U.S.A.,3.5,Unknown,Hawaii
796,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70.0,U.S.A.,3.5,EET,Ecuador
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77.0,U.S.A.,3.5,EET,Ecuador
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72.0,U.S.A.,4.0,Beniano,Bolivia
800,hello cocoa,Uganda,2015,57.0,U.S.A.,2.75,Forastero,Uganda
801,hello cocoa,Venezuela,2015,74.0,U.S.A.,3.5,Criollo,Venezuela
802,hexx,Tanzania,2015,70.0,U.S.A.,2.75,Unknown,Tanzania
803,hexx,Madagascar,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar
804,hexx,Venezuela,2015,70.0,U.S.A.,3.0,Unknown,Venezuela
805,hexx,Ecuador,2015,73.0,U.S.A.,3.25,Unknown,Ecuador
806,hexx,Peru,2015,70.0,U.S.A.,3.25,Unknown,Peru
807,Hogarth,Akesson's Estate,2016,70.0,New Zealand,2.75,Trinitario,Madagascar
808,Hogarth,Carenero Superior,2016,72.0,New Zealand,2.75,Trinitario,Venezuela
809,Hogarth,Conacado,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic
810,Hogarth,Gran Blanco,2016,66.0,New Zealand,3.5,Criollo,Peru
811,Hoja Verde (Tulicorp),Arriba,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
812,Hoja Verde (Tulicorp),Manabi,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
813,Hoja Verde (Tulicorp),Arriba,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
814,Hoja Verde (Tulicorp),Arriba,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
815,Hoja Verde (Tulicorp),Manabi,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
816,Holy Cacao,Maranon,2016,70.0,Israel,2.75,Unknown,Peru
817,Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70.0,Israel,3.5,Unknown,Ecuador
818,Holy Cacao,Sambirano,2015,70.0,Israel,3.5,Trinitario,Madagascar
819,Holy Cacao,Gran Couva,2015,70.0,Israel,3.5,Trinitario,Trinidad
820,Holy Cacao,Mara,2015,70.0,Israel,3.5,Unknown,Venezuela
821,Holy Cacao,Ivory Coast,2009,70.0,Israel,2.5,Unknown,Ivory Coast
822,Holy Cacao,Hispaniola,2009,70.0,Israel,2.75,Unknown,Dominican Republic
823,Holy Cacao,San Martin,2009,70.0,Israel,3.5,Unknown,Peru
824,Holy Cacao,Hispaniola w/ nibs,2009,75.0,Israel,3.75,Unknown,Dominican Republic
825,Honest,"Ecuador, w/ nibs",2014,72.0,South Africa,2.5,Unknown,Ecuador
826,Hotel Chocolat,"Pepiniere, single Cote",2015,70.0,U.K.,2.75,Unknown,Saint Lucia
827,Hotel Chocolat,"Marcial, single Cote, 2012",2013,70.0,U.K.,4.0,Trinitario,Saint Lucia
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100.0,U.K.,1.75,Trinitario,Saint Lucia
829,Hotel Chocolat (Coppeneur),Trinidad,2013,75.0,U.K.,3.0,Trinitario,Trinidad
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80.0,U.K.,3.5,Trinitario,Vietnam
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72.0,U.K.,3.0,Trinitario,Madagascar
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100.0,U.K.,2.75,Unknown,Peru
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100.0,U.K.,2.75,Unknown,Dominican Republic
837,Hotel Chocolat (Coppeneur),Sambirano,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65.0,U.K.,3.0,Trinitario,Saint Lucia
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65.0,U.K.,3.25,Trinitario,Saint Lucia
841,Hotel Chocolat (Coppeneur),Ecuador,2010,70.0,U.K.,2.75,Unknown,Ecuador
842,Hotel Chocolat (Coppeneur),Santo Domingo,2010,70.0,U.K.,3.0,Unknown,Dominican Republic
843,Hotel Chocolat (Coppeneur),Chuao,2010,70.0,U.K.,2.75,Trinitario,Venezuela
844,Hotel Chocolat (Coppeneur),St. Lucia,2008,72.0,U.K.,3.0,Unknown,Saint Lucia
845,Hotel Chocolat (Coppeneur),Uganda,2008,80.0,U.K.,2.5,Forastero,Uganda
846,Hotel Chocolat (Coppeneur),Tanzania,2008,75.0,U.K.,2.75,Unknown,Tanzania
847,Hotel Chocolat (Coppeneur),Uba Budo,2008,72.0,U.K.,3.0,Forastero,Sao Tome
848,Hummingbird,Lam Dong,2015,70.0,Canada,3.5,Trinitario,Vietnam
849,Hummingbird,Bolivia,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
851,Hummingbird,Momotombo,2014,70.0,Canada,3.0,Trinitario,Nicaragua
852,Hummingbird,Hispaniola,2014,70.0,Canada,3.75,Trinitario,Dominican Republic
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70.0,Canada,3.5,Unknown,Dominican Republic
854,Hummingbird,"Ocumare, Cumboto",2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela
855,Hummingbird,Amazonas,2013,70.0,Canada,3.75,Forastero,Venezuela
856,Idilio (Felchlin),"Chuao, Venezuela",2013,72.0,Switzerland,3.75,Trinitario,Venezuela
857,Idilio (Felchlin),Coopertiva Amazona,2011,72.0,Switzerland,3.75,Criollo,Venezuela
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72.0,Switzerland,3.75,Unknown,Venezuela
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72.0,Switzerland,3.25,Criollo,Venezuela
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72.0,Switzerland,3.75,Criollo,Venezuela
861,Idilio (Felchlin),"Porcelana, Zulia",2011,74.0,Switzerland,4.0,Criollo,Venezuela
